CONSOFINVT,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited
CONTROLPR,CONTROLPR.NS,Control Print Limited
CORALFINAC,CORALFINAC.NS,Coral India Finance & Housing Limited
CORDSCABLE,CORDSCABLE.NS,Cords Cable Industries Limited
COROMANDEL,COROMANDEL.NS,Coromandel International Limited
CORONA,CORONA.NS,CORONA Remedies Limited
COSMOFIRST,COSMOFIRST.NS,COSMO FIRST LIMITED
COUNCODOS,COUNCODOS.NS,Country Condo's Limited
CPCAP,CPCAP.NS,CP Capital Limited
CPEDU,CPEDU.NS,Career Point Edutech Limited
CPPLUS,CPPLUS.NS,Aditya Infotech Limited
CRAFTSMAN,CRAFTSMAN.NS,Craftsman Automation Limited
CRAMC,CRAMC.NS,Canara Robeco Asset Management Company Limited
CREATIVEYE,CREATIVEYE.NS,Creative Eye Limited
CREDITACC,CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED
CREST,CREST.NS,Crest Ventures Limited
CRISIL,CRISIL.NS,Crisil Limited
CRIZAC,CRIZAC.NS,Crizac Limited
CROMPTON,CROMPTON.NS,Crompton Greaves Consumer Electricals Limited
CROWN,CROWN.NS,Crown Lifters Limited
CSBBANK,CSBBANK.NS,CSB Bank Limited
CSLFINANCE,CSLFINANCE.NS,CSL Finance Limited
CTE,CTE.NS,Cambridge Technology Enterprises Limited
CUB,CUB.NS,City Union Bank Limited
CUBEXTUB,CUBEXTUB.NS,Cubex Tubings Limited
CUMMINSIND,CUMMINSIND.NS,Cummins India Limited
CUPID,CUPID.NS,Cupid Limited
CURAA,CURAA.NS,Cura Technologies Limited
CYBERMEDIA,CYBERMEDIA.NS,Cyber Media (India) Limited
CYBERTECH,CYBERTECH.NS,Cybertech Systems And Software Limited
CYIENT,CYIENT.NS,Cyient Limited
CYIENTDLM,CYIENTDLM.NS,Cyient DLM Limited
DABUR,DABUR.NS,Dabur India Limited
DAICHI,DAICHI.NS,Dai-Ichi Karkaria Limited
DALBHARAT,DALBHARAT.NS,Dalmia Bharat Limited
DALMIASUG,DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited
DAMCAPITAL,DAMCAPITAL.NS,Dam Capital Advisors Limited
DAMODARIND,DAMODARIND.NS,Damodar Industries Limited
DANGEE,DANGEE.NS,Dangee Dums Limited
DATAMATICS,DATAMATICS.NS,Datamatics Global Services Limited
DATAPATTNS,DATAPATTNS.NS,Data Patterns (India) Limited
DAVANGERE,DAVANGERE.NS,Davangere Sugar Company Limited
DBCORP,DBCORP.NS,D.B.Corp Limited
DBEIL,DBEIL.NS,Deepak Builders & Engineers India Limited
DBL,DBL.NS,Dilip Buildcon Limited
DBOL,DBOL.NS,Dhampur Bio Organics Limited
DBREALTY,DBREALTY.NS,Valor Estate Limited
DBSTOCKBRO,DBSTOCKBRO.NS,DB (International) Stock Brokers Limited
DCAL,DCAL.NS,Dishman Carbogen Amcis Limited
DCBBANK,DCBBANK.NS,DCB Bank Limited
DCI,DCI.NS,Dc Infotech And Communication Limited
DCM,DCM.NS,DCM  Limited
DCMFINSERV,DCMFINSERV.NS,DCM Financial Services Limited
DCMNVL,DCMNVL.NS,DCM Nouvelle Limited
DCMSHRIRAM,DCMSHRIRAM.NS,DCM Shriram Limited
DCMSIL,DCMSIL.NS,DCM Shriram International Limited
DCMSRIND,DCMSRIND.NS,DCM Shriram Industries Limited
DCW,DCW.NS,DCW Limited
DCXINDIA,DCXINDIA.NS,DCX Systems Limited
DDEVPLSTIK,DDEVPLSTIK.NS,Ddev Plastiks Industries Limited
DECCANCE,DECCANCE.NS,Deccan Cements Limited
DECNGOLD,DECNGOLD.NS,Deccan Gold Mines Limited
DEEDEV,DEEDEV.NS,DEE Development Engineers Limited
DEEPAKFERT,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited
DEEPAKNTR,DEEPAKNTR.NS,Deepak Nitrite Limited
DEEPINDS,DEEPINDS.NS,Deep Industries Limited
DELHIVERY,DELHIVERY.NS,Delhivery Limited
DELPHIFX,DELPHIFX.NS,DELPHI WORLD MONEY LIMITED
DELTACORP,DELTACORP.NS,Delta Corp Limited
DELTAMAGNT,DELTAMAGNT.NS,Delta Manufacturing Limited
DEN,DEN.NS,Den Networks Limited
DENORA,DENORA.NS,De Nora India Limited
DENTA,DENTA.NS,Denta Water and Infra Solutions Limited
DEVIT,DEVIT.NS,Dev Information Technology Limited
DEVX,DEVX.NS,Dev Accelerator Limited
DEVYANI,DEVYANI.NS,Devyani International Limited
DGCONTENT,DGCONTENT.NS,Digicontent Limited
DHAMPURSUG,DHAMPURSUG.NS,Dhampur Sugar Mills Limited
DHANBANK,DHANBANK.NS,Dhanlaxmi Bank Limited
DHANUKA,DHANUKA.NS,Dhanuka Agritech Limited
DHARAN,DHARAN.NS,DHARAN INFRA-EPC LIMITED
DHARMAJ,DHARMAJ.NS,Dharmaj Crop Guard Limited
DHRUV,DHRUV.NS,Dhruv Consultancy Services Limited
DHUNINV,DHUNINV.NS,Dhunseri Investments Limited
DIACABS,DIACABS.NS,Diamond Power Infrastructure Limited
DIAMINESQ,DIAMINESQ.NS,Diamines & Chemicals Limited
DIAMONDYD,DIAMONDYD.NS,Prataap Snacks Limited
DICIND,DICIND.NS,DIC India Limited
DIFFNKG,DIFFNKG.NS,Diffusion Engineers Limited
DIGIDRIVE,DIGIDRIVE.NS,Digidrive Distributors Limited
DIGISPICE,DIGISPICE.NS,DiGiSPICE Technologies Limited
DIGITIDE,DIGITIDE.NS,Digitide Solutions Limited
DIGJAMLMTD,DIGJAMLMTD.NS,Digjam Limited
DISAQ,DISAQ.NS,Disa India Limited
DISHTV,DISHTV.NS,Dish TV India Limited
DIVGIITTS,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Limited
DIXON,DIXON.NS,Dixon Technologies (India) Limited
DJML,DJML.NS,DJ Mediaprint & Logistics Limited
DLF,DLF.NS,DLF Limited
DLINKINDIA,DLINKINDIA.NS,D-Link (India) Limited
DMART,DMART.NS,Avenue Supermarts Limited
DMCC,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED
DNAMEDIA,DNAMEDIA.NS,Diligent Media Corporation Limited
DODLA,DODLA.NS,Dodla Dairy Limited
DOLATALGO,DOLATALGO.NS,Dolat Algotech Limited
DOLLAR,DOLLAR.NS,Dollar Industries Limited
DOLPHIN,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited
DOMS,DOMS.NS,DOMS Industries Limited
DONEAR,DONEAR.NS,Donear Industries Limited
DPABHUSHAN,DPABHUSHAN.NS,D. P. Abhushan Limited
DPSCLTD,DPSCLTD.NS,DPSC Limited
DPWIRES,DPWIRES.NS,D P Wires Limited
DRAGARWQ,DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited
DRCSYSTEMS,DRCSYSTEMS.NS,DRC Systems India Limited
DREAMFOLKS,DREAMFOLKS.NS,Dreamfolks Services Limited
DREDGECORP,DREDGECORP.NS,Dredging Corporation of India Limited
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited
DSFCL,DSFCL.NS,DCM Shriram Fine Chemicals Limited
DSSL,DSSL.NS,Dynacons Systems & Solutions Limited
DTIL,DTIL.NS,Dhunseri Tea & Industries Limited
DUCON,DUCON.NS,Ducon Infratechnologies Limited
DVL,DVL.NS,Dhunseri Ventures Limited
DWARKESH,DWARKESH.NS,Dwarikesh Sugar Industries Limited
DYCL,DYCL.NS,Dynamic Cables Limited
DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited
DYNPRO,DYNPRO.NS,Dynemic Products Limited
E2E,E2E.NS,E2E Networks Limited
EASEMYTRIP,EASEMYTRIP.NS,Easy Trip Planners Limited
EASTSILK,EASTSILK.NS,Eastern Silk Industries Limited
EBGNG,EBGNG.NS,GNG Electronics Limited
ECLERX,ECLERX.NS,eClerx Services Limited
ECOSMOBLTY,ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited
EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services Limited
EFCIL,EFCIL.NS,EFC (I) Limited
EICHERMOT,EICHERMOT.NS,Eicher Motors Limited
EIDPARRY,EIDPARRY.NS,EID Parry India Limited
EIEL,EIEL.NS,Enviro Infra Engineers Limited
EIFFL,EIFFL.NS,Euro India Fresh Foods Limited
EIHAHOTELS,EIHAHOTELS.NS,EIH Associated Hotels Limited
EIHOTEL,EIHOTEL.NS,EIH Limited
EIMCOELECO,EIMCOELECO.NS,Eimco Elecon (India) Limited
EKC,EKC.NS,Everest Kanto Cylinder Limited
ELANTAS,ELANTAS.NS,Elantas Beck India Limited
ELCIDIN,ELCIDIN.NS,EL CID Investments Limited
ELDEHSG,ELDEHSG.NS,Eldeco Housing And Industries Limited
ELECON,ELECON.NS,Elecon Engineering Company Limited
ELECTCAST,ELECTCAST.NS,Electrosteel Castings Limited
ELECTHERM,ELECTHERM.NS,Electrotherm (India) Limited
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited
ELGIRUBCO,ELGIRUBCO.NS,Elgi Rubber Company Limited
ELIN,ELIN.NS,Elin Electronics Limited
ELITECON,ELITECON.NS,Elitecon International Limited
ELLEN,ELLEN.NS,Ellenbarrie Industrial Gases Limited
ELPROINTL,ELPROINTL.NS,Elpro International Limited
EMAMILTD,EMAMILTD.NS,Emami Limited
EMAMIPAP,EMAMIPAP.NS,Emami Paper Mills Limited
EMAMIREAL,EMAMIREAL.NS,Emami Realty Limited
EMBDL,EMBDL.NS,Embassy Developments Limited
EMCURE,EMCURE.NS,Emcure Pharmaceuticals Limited
EMIL,EMIL.NS,Electronics Mart India Limited
EMKAY,EMKAY.NS,Emkay Global Financial Services Limited
EMMBI,EMMBI.NS,Emmbi Industries Limited
EMMVEE,EMMVEE.NS,Emmvee Photovoltaic Power Limited
EMPOWER,EMPOWER.NS,Empower India Limited
EMSLIMITED,EMSLIMITED.NS,EMS Limited
EMUDHRA,EMUDHRA.NS,eMudhra Limited
ENDURANCE,ENDURANCE.NS,Endurance Technologies Limited
ENERGYDEV,ENERGYDEV.NS,Energy Development Company Limited
ENGINERSIN,ENGINERSIN.NS,Engineers India Limited
ENIL,ENIL.NS,Entertainment Network (India) Limited
ENRIN,ENRIN.NS,Siemens Energy India Limited
ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited
EPACK,EPACK.NS,EPACK Durable Limited
EPACKPEB,EPACKPEB.NS,EPack Prefab Technologies Limited
EPIGRAL,EPIGRAL.NS,Epigral Limited
EPL,EPL.NS,EPL Limited
EQUIPPP,EQUIPPP.NS,Equippp Social Impact Technologies Limited
EQUITASBNK,EQUITASBNK.NS,Equitas Small Finance Bank Limited
ERIS,ERIS.NS,Eris Lifesciences Limited
ESABINDIA,ESABINDIA.NS,Esab India Limited
ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank Limited
ESCORTS,ESCORTS.NS,Escorts Kubota Limited
ESSARSHPNG,ESSARSHPNG.NS,Essar Shipping Limited
ESSENTIA,ESSENTIA.NS,Integra Essentia Limited
ESTER,ESTER.NS,Ester Industries Limited
ETERNAL,ETERNAL.NS,ETERNAL LIMITED
ETHOSLTD,ETHOSLTD.NS,Ethos Limited
EUREKAFORB,EUREKAFORB.NS,Eureka Forbes Limited
EUROBOND,EUROBOND.NS,Euro Panel Products Limited
EUROPRATIK,EUROPRATIK.NS,Euro Pratik Sales Limited
EUROTEXIND,EUROTEXIND.NS,Eurotex Industries and Exports Limited
EVEREADY,EVEREADY.NS,Eveready Industries India Limited
EVERESTIND,EVERESTIND.NS,Everest Industries Limited
EXCELINDUS,EXCELINDUS.NS,Excel Industries Limited
EXCELSOFT,EXCELSOFT.NS,Excelsoft Technologies Limited
EXICOM,EXICOM.NS,Exicom Tele-Systems Limited
EXIDEIND,EXIDEIND.NS,Exide Industries Limited
EXPLEOSOL,EXPLEOSOL.NS,Expleo Solutions Limited
EXXARO,EXXARO.NS,Exxaro Tiles Limited
FABTECH,FABTECH.NS,Fabtech Technologies Limited
FACT,FACT.NS,Fertilizers and Chemicals Travancore Limited
FAIRCHEMOR,FAIRCHEMOR.NS,Fairchem Organics Limited
FAZE3Q,FAZE3Q.NS,Faze Three Limited
FCL,FCL.NS,Fineotex Chemical Limited
FCSSOFT,FCSSOFT.NS,FCS Software Solutions Limited
FDC,FDC.NS,FDC Limited
FEDDERSHOL,FEDDERSHOL.NS,Fedders Holding Limited
FEDERALBNK,FEDERALBNK.NS,The Federal Bank  Limited
FEDFINA,FEDFINA.NS,Fedbank Financial Services Limited
FEL,FEL.NS,Future Enterprises Limited
FELDVR,FELDVR.NS,Future Enterprises Limited
FERMENTA,FERMENTA.NS,Fermenta Biotech Limited
FIBERWEB,FIBERWEB.NS,Fiberweb (India) Limited
FIEMIND,FIEMIND.NS,Fiem Industries Limited
FILATEX,FILATEX.NS,Filatex India Limited
FILATFASH,FILATFASH.NS,Filatex Fashions Limited
FINCABLES,FINCABLES.NS,Finolex Cables Limited
FINEORG,FINEORG.NS,Fine Organic Industries Limited
FINKURVE,FINKURVE.NS,Finkurve Financial Services Limited
FINOPB,FINOPB.NS,Fino Payments Bank Limited
FINPIPE,FINPIPE.NS,Finolex Industries Limited
FIRSTCRY,FIRSTCRY.NS,Brainbees Solutions Limited
FISCHER,FISCHER.NS,Fischer Medical Ventures Limited
FIVESTAR,FIVESTAR.NS,Five-Star Business Finance Limited
FLAIR,FLAIR.NS,Flair Writing Industries Limited
FLEXITUFF,FLEXITUFF.NS,Flexituff Ventures International Limited
FLFL,FLFL.NS,Future Lifestyle Fashions Limited
FLUOROCHEM,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited
FMGOETZE,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.
FMNL,FMNL.NS,Future Market Networks Limited
FOCUS,FOCUS.NS,Focus Lighting and Fixtures Limited
FOODSIN,FOODSIN.NS,Foods & Inns Limited
FORCEMOT,FORCEMOT.NS,FORCE MOTORS LTD
FORTIS,FORTIS.NS,Fortis Healthcare Limited
FOSECOIND,FOSECOIND.NS,Foseco India Limited
FRACTAL,FRACTAL.NS,Fractal Analytics Limited
FRONTSP,FRONTSP.NS,Frontier Springs Limited
FSL,FSL.NS,Firstsource Solutions Limited
FUSION,FUSION.NS,Fusion Finance Limited
GABRIEL,GABRIEL.NS,Gabriel India Limited
GAEL,GAEL.NS,Gujarat Ambuja Exports Limited
GAIL,GAIL.NS,GAIL (India) Limited
GALAPREC,GALAPREC.NS,Gala Precision Engineering Limited
GALAXYSURF,GALAXYSURF.NS,Galaxy Surfactants Limited
GALLANTT,GALLANTT.NS,Gallantt Ispat Limited
GANDHAR,GANDHAR.NS,Gandhar Oil Refinery (India) Limited
GANDHITUBE,GANDHITUBE.NS,Gandhi Special Tubes Limited
GANECOS,GANECOS.NS,Ganesha Ecosphere Limited
GANESHBE,GANESHBE.NS,Ganesh Benzoplast Limited
GANESHCP,GANESHCP.NS,Ganesh Consumer Products Limited
GANESHHOU,GANESHHOU.NS,GANESH HOUSING LIMITED
GANGAFORGE,GANGAFORGE.NS,Ganga Forging Limited
GANGESSECU,GANGESSECU.NS,Ganges Securities Limited
GARFIBRES,GARFIBRES.NS,Garware Technical Fibres Limited
GARUDA,GARUDA.NS,Garuda Construction and Engineering Limited
GATECH,GATECH.NS,GACM Technologies Limited
GATECHDVR,GATECHDVR.NS,GACM Technologies Limited
GATEWAY,GATEWAY.NS,Gateway Distriparks Limited
GAUDIUMIVF,GAUDIUMIVF.NS,Gaudium IVF and Women Health Limited
GAYAHWS,GAYAHWS.NS,Gayatri Highways Limited
GAYAPROJ,GAYAPROJ.NS,Gayatri Projects Limited
GCSL,GCSL.NS,Gretex Corporate Services Limited
GEECEE,GEECEE.NS,GeeCee Ventures Limited
GEEKAYWIRE,GEEKAYWIRE.NS,Geekay Wires Limited
GEMAROMA,GEMAROMA.NS,Gem Aromatics Limited
GENCON,GENCON.NS,Generic Engineering Construction and Projects Limited
GENESYS,GENESYS.NS,Genesys International Corporation Limited
GENUSPAPER,GENUSPAPER.NS,Genus Paper & Boards Limited
GENUSPOWER,GENUSPOWER.NS,Genus Power Infrastructures Limited
GEOJITFSL,GEOJITFSL.NS,Geojit Financial Services Limited
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited
GFLLIMITED,GFLLIMITED.NS,GFL Limited
GHCL,GHCL.NS,GHCL Limited
GHCLTEXTIL,GHCLTEXTIL.NS,GHCL Textiles Limited
GICHSGFIN,GICHSGFIN.NS,GIC Housing Finance Limited
GICL,GICL.NS,Globe International Carriers Limited
GICRE,GICRE.NS,General Insurance Corporation of India
GILLANDERS,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited
GILLETTE,GILLETTE.NS,Gillette India Limited
GINNIFILA,GINNIFILA.NS,Ginni Filaments Limited
GIPCL,GIPCL.NS,Gujarat Industries Power Company Limited
GKENERGY,GKENERGY.NS,GK Energy Limited
GKSL,GKSL.NS,Gujarat Kidney And Super Speciality Limited
GKWLIMITED,GKWLIMITED.NS,GKW Limited
GLAND,GLAND.NS,Gland Pharma Limited
GLAXO,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited
GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Limited
GLFL,GLFL.NS,Gujarat Lease Financing Limited
GLOBAL,GLOBAL.NS,Global Education Limited
GLOBALE,GLOBALE.NS,Globale Tessile Limited
GLOBALVECT,GLOBALVECT.NS,Global Vectra Helicorp Limited
GLOBE,GLOBE.NS,GLOBE ENTERPRISES (INDIA) LIMITED
GLOBECIVIL,GLOBECIVIL.NS,Globe Civil Projects Limited
GLOBUSSPR,GLOBUSSPR.NS,Globus Spirits Limited
GLOSTERLTD,GLOSTERLTD.NS,Gloster Limited
GLOTTIS,GLOTTIS.NS,Glottis Limited
GMBREW,GMBREW.NS,GM Breweries Limited
GMDCLTD,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited
GMMPFAUDLR,GMMPFAUDLR.NS,GMM Pfaudler Limited
GMRAIRPORT,GMRAIRPORT.NS,GMR AIRPORTS LIMITED
GMRP&UI,GMRP&UI.NS,GMR Power and Urban Infra Limited
GNA,GNA.NS,GNA Axles Limited
GNFC,GNFC.NS,Gujarat Narmada Valley Fertilizers and Chemicals Limited
GNRL,GNRL.NS,Gujarat Natural Resources Limited
GOACARBON,GOACARBON.NS,Goa Carbon Limited
GOCLCORP,GOCLCORP.NS,GOCL Corporation Limited
GOCOLORS,GOCOLORS.NS,Go Fashion (India) Limited
GODAVARIB,GODAVARIB.NS,Godavari Biorefineries Limited
GODFRYPHLP,GODFRYPHLP.NS,Godfrey Phillips India Limited
GODIGIT,GODIGIT.NS,Go Digit General Insurance Limited
GODREJAGRO,GODREJAGRO.NS,Godrej Agrovet Limited
GODREJCP,GODREJCP.NS,Godrej Consumer Products Limited
GODREJIND,GODREJIND.NS,Godrej Industries Limited
GODREJPROP,GODREJPROP.NS,Godrej Properties Limited
GOKEX,GOKEX.NS,Gokaldas Exports Limited
GOKUL,GOKUL.NS,Gokul Refoils and Solvent Limited
GOKULAGRO,GOKULAGRO.NS,Gokul Agro Resources Limited
GOLDENTOBC,GOLDENTOBC.NS,Golden Tobacco Limited
GOLDIAM,GOLDIAM.NS,Goldiam International Limited
GOLDTECH,GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED
GOODLUCK,GOODLUCK.NS,Goodluck India Limited
GOODYEAR,GOODYEAR.NS,Goodyear India Limited
GOPAL,GOPAL.NS,Gopal Snacks Limited
GOYALALUM,GOYALALUM.NS,Goyal Aluminiums Limited
GPIL,GPIL.NS,Godawari Power And Ispat limited
GPPL,GPPL.NS,Gujarat Pipavav Port Limited
GPTHEALTH,GPTHEALTH.NS,GPT Healthcare Limited
GPTINFRA,GPTINFRA.NS,GPT Infraprojects Limited
GRADIENTE,GRADIENTE.NS,Gradiente Infotainment Limited
GRANDOAK,GRANDOAK.NS,Grand Oak Canyons Distillery Limited
GRANULES,GRANULES.NS,Granules India Limited
GRAPHITE,GRAPHITE.NS,Graphite India Limited
GRASIM,GRASIM.NS,Grasim Industries Limited
GRAUWEIL,GRAUWEIL.NS,Grauer & Weil India Limited
GRAVISSHO,GRAVISSHO.NS,Graviss Hospitality Limited
GRAVITA,GRAVITA.NS,Gravita India Limited
GREAVESCOT,GREAVESCOT.NS,Greaves Cotton Limited
GREENLAM,GREENLAM.NS,Greenlam Industries Limited
GREENPANEL,GREENPANEL.NS,Greenpanel Industries Limited
GREENPLY,GREENPLY.NS,Greenply Industries Limited
GREENPOWER,GREENPOWER.NS,Orient Green Power Company Limited
GRINDWELL,GRINDWELL.NS,Grindwell Norton Limited
GRINFRA,GRINFRA.NS,G R Infraprojects Limited
GRMOVER,GRMOVER.NS,GRM Overseas Limited
GROBTEA,GROBTEA.NS,The Grob Tea Company Limited
GROWW,GROWW.NS,Billionbrains Garage Ventures Limited
GRPLTD,GRPLTD.NS,GRP Limited
GRSE,GRSE.NS,Garden Reach Shipbuilders & Engineers Limited
GRWRHITECH,GRWRHITECH.NS,Garware Hi-Tech Films Limited
GSFC,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited
GSLSU,GSLSU.NS,Global Surfaces Limited
GSPCROP,GSPCROP.NS,GSP Crop Science Limited
GSS,GSS.NS,GSS Infotech Limited
GTECJAINX,GTECJAINX.NS,G-TEC JAINX EDUCATION LIMITED
GTL,GTL.NS,GTL Limited
GTLINFRA,GTLINFRA.NS,GTL Infrastructure Limited
GTPL,GTPL.NS,GTPL Hathway Limited
GUFICBIO,GUFICBIO.NS,Gufic Biosciences Limited
GUJALKALI,GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO,GUJAPOLLO.NS,Gujarat Apollo Industries Limited
GUJGASLTD,GUJGASLTD.NS,Gujarat Gas Limited
GUJRAFFIA,GUJRAFFIA.NS,Gujarat Raffia Industries Limited
GUJTHEM,GUJTHEM.NS,Gujarat Themis Biosyn Limited
GULFOILLUB,GULFOILLUB.NS,Gulf Oil Lubricants India Limited
GULFPETRO,GULFPETRO.NS,GP Petroleums Limited
GULPOLY,GULPOLY.NS,Gulshan Polyols Limited
GVKPIL,GVKPIL.NS,GVK Power & Infrastructure Limited
GVPIL,GVPIL.NS,GE Power India Limited
GVPTECH,GVPTECH.NS,GVP Infotech Limited
GVT&D,GVT&D.NS,GE Vernova T&D India Limited
HAL,HAL.NS,Hindustan Aeronautics Limited
HALDER,HALDER.NS,Halder Venture Limited
HALDYNGL,HALDYNGL.NS,Haldyn Glass Limited
HALEOSLABS,HALEOSLABS.NS,HALEOS LABS LIMITED
HAPPSTMNDS,HAPPSTMNDS.NS,Happiest Minds Technologies Limited
HAPPYFORGE,HAPPYFORGE.NS,Happy Forgings Limited
HARDWYN,HARDWYN.NS,Hardwyn India Limited
HARIOMPIPE,HARIOMPIPE.NS,Hariom Pipe Industries Limited
HARRMALAYA,HARRMALAYA.NS,Harrisons  Malayalam Limited
HARSHA,HARSHA.NS,Harsha Engineers International Limited
HATHWAY,HATHWAY.NS,Hathway Cable & Datacom Limited
HATSUN,HATSUN.NS,Hatsun Agro Product Limited
HAVELLS,HAVELLS.NS,Havells India Limited
HAVISHA,HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited
HAWKINCOOK,HAWKINCOOK.NS,Hawkins Cookers Limited
HBESD,HBESD.NS,HB Estate Developers Limited
HBLENGINE,HBLENGINE.NS,HBL Engineering Limited
HBSL,HBSL.NS,HB Stockholdings Limited
HCC,HCC.NS,Hindustan Construction Company Limited
HCG,HCG.NS,Healthcare Global Enterprises Limited
HCL-INSYS,HCL-INSYS.NS,HCL Infosystems Limited
HCLTECH,HCLTECH.NS,HCL Technologies Limited
HDBFS,HDBFS.NS,HDB Financial Services Limited
HDFCAMC,HDFCAMC.NS,HDFC Asset Management Company Limited
HDFCBANK,HDFCBANK.NS,HDFC Bank Limited
HDFCLIFE,HDFCLIFE.NS,HDFC Life Insurance Company Limited
HDIL,HDIL.NS,Housing Development and Infrastructure Limited
HEADSUP,HEADSUP.NS,Heads UP Ventures Limited
HEALTHX,HEALTHX.NS,Health X Platform Limited
HECPROJECT,HECPROJECT.NS,HEC Infra Projects Limited
HEG,HEG.NS,HEG Limited
HEIDELBERG,HEIDELBERG.NS,HeidelbergCement India Limited
HEMIPROP,HEMIPROP.NS,Hemisphere Properties India Limited
HERANBA,HERANBA.NS,Heranba Industries Limited
HERITGFOOD,HERITGFOOD.NS,Heritage Foods Limited
HEROMOTOCO,HEROMOTOCO.NS,Hero MotoCorp Limited
HESTERBIO,HESTERBIO.NS,Hester Biosciences Limited
HEXAGON,HEXAGON.NS,Hexagon Nutrition Limited
HEXATRADEX,HEXATRADEX.NS,Hexa Tradex Limited
HEXT,HEXT.NS,Hexaware Technologies Limited
HFCL,HFCL.NS,HFCL Limited
HGINFRA,HGINFRA.NS,H.G. Infra Engineering Limited
HGM,HGM.NS,HandsOn Global Management (HGM) Limited
HGS,HGS.NS,Hinduja Global Solutions Limited
HIKAL,HIKAL.NS,Hikal Limited
HILINFRA,HILINFRA.NS,Highway Infrastructure Limited
HILTON,HILTON.NS,Hilton Metal Forging Limited
HIMATSEIDE,HIMATSEIDE.NS,Himatsingka Seide Limited
HINDALCO,HINDALCO.NS,Hindalco Industries Limited
HINDCOMPOS,HINDCOMPOS.NS,Hindustan Composites Limited
HINDCON,HINDCON.NS,Hindcon Chemicals Limited
HINDCOPPER,HINDCOPPER.NS,Hindustan Copper Limited
HINDOILEXP,HINDOILEXP.NS,Hindustan Oil Exploration Company Limited
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Limited
HINDWAREAP,HINDWAREAP.NS,Hindware Home Innovation Limited
HINDZINC,HINDZINC.NS,Hindustan Zinc Limited
HIRECT,HIRECT.NS,Hind Rectifiers Limited
HISARMETAL,HISARMETAL.NS,Hisar Metal Industries Limited
HITECH,HITECH.NS,Hi-Tech Pipes Limited
HITECHCORP,HITECHCORP.NS,Hitech Corporation Limited
HITECHGEAR,HITECHGEAR.NS,The Hi-Tech Gears Limited
HLEGLAS,HLEGLAS.NS,HLE Glascoat Limited
HLVLTD,HLVLTD.NS,HLV LIMITED
HMAAGRO,HMAAGRO.NS,HMA Agro Industries Limited
HMT,HMT.NS,HMT Limited
HMVL,HMVL.NS,Hindustan Media Ventures Limited
HNDFDS,HNDFDS.NS,Hindustan Foods Limited
HOMEFIRST,HOMEFIRST.NS,Home First Finance Company India Limited
HONASA,HONASA.NS,Honasa Consumer Limited
HONAUT,HONAUT.NS,Honeywell Automation India Limited
HONDAPOWER,HONDAPOWER.NS,Honda India Power Products Limited
HPAL,HPAL.NS,HP Adhesives Limited
HPIL,HPIL.NS,Hindprakash Industries Limited
HPL,HPL.NS,HPL Electric & Power Limited
HSCL,HSCL.NS,Himadri Speciality Chemical Limited
HTMEDIA,HTMEDIA.NS,HT Media Limited
HUBTOWN,HUBTOWN.NS,Hubtown Limited
HUDCO,HUDCO.NS,Housing & Urban Development Corporation Limited
HUHTAMAKI,HUHTAMAKI.NS,Huhtamaki India Limited
HYBRIDFIN,HYBRIDFIN.NS,Hybrid Financial Services Limited
HYUNDAI,HYUNDAI.NS,Hyundai Motor India Limited
IBULLSLTD,IBULLSLTD.NS,Indiabulls Limited
ICDSLTD,ICDSLTD.NS,ICDS Limited
ICEMAKE,ICEMAKE.NS,Ice Make Refrigeration Limited
ICICIAMC,ICICIAMC.NS,ICICI Prudential Asset Management Company Limited
ICICIBANK,ICICIBANK.NS,ICICI Bank Limited
ICICIGI,ICICIGI.NS,ICICI Lombard General Insurance Company Limited
